50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States, <=50K
40, Private, 346964, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 192208, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
30, Private, 179446, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 208965, 9th, 5, Never-married, Machine-op-inspct, Unmarried, Other, Male, 0, 0, 40, Mexico, <=50K
40, Private, 327573, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 151267, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, 15024, 0, 40, United-States, >50K
44, Private, 265266, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 368852, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
52, Private, 117674, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
35, Private, 166235, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 30, United-States, <=50K
39, Local-gov, 305597, HS-grad, 9, Separated, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 341368, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 336598, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 36, Mexico, <=50K
54, Private, 457237, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 112554, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
53, Private, 99476, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
50, Private, 93690, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
63, Self-emp-not-inc, 194638, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 32, United-States, <=50K
20, Private, 161922, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 43, United-States, <=50K
41, Private, 116391, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
56, Private, 174351, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Italy, <=50K
25, State-gov, 152035, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
38, Local-gov, 116580, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 20, United-States, >50K
31, Private, 235389, 7th-8th, 4, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 30, Portugal, <=50K
41, Private, 113823, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, England, <=50K
55, Private, 349304, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
44, Private, 54507, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
69, Private, 88566, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 1424, 0, 35, United-States, <=50K
33, Private, 323619, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
18, Private, 131033, 11th, 7, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 15, United-States, <=50K
37, Private, 205339, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
55, Private, 52953, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 338816, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States, >50K
17, Private, 263746, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States, <=50K
43, Local-gov, 105862, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 1902, 40, United-States, >50K
29, Private, 151476, Some-college, 10, Separated, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 129583, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Female, 0, 0, 16, United-States, <=50K
24, Private, 69045, Some-college, 10, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 40, Jamaica, <=50K
67, Self-emp-not-inc, 116057, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 3273, 0, 16, United-States, <=50K
24, Local-gov, 134181, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 50, United-States, <=50K
56, Private, 56331, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K
57, Self-emp-not-inc, 149168, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
34, Private, 157165, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
57, Private, 257200, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Self-emp-not-inc, 209384, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 32, United-States, <=50K
19, Private, 182355, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 20, United-States, <=50K
42, Private, 138634, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 130125, 10th, 6, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female, 1055, 0, 20, United-States, <=50K
45, Self-emp-inc, 177543, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 50, United-States, <=50K
23, Private, 373550, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 354201, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 194472, HS-grad, 9, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
35, Private, 236910, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
44, Private, 378251, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 38, United-States, <=50K
22, Private, 203182, Bachelors, 13, Never-married, Exec-managerial, Other-relative, White, Female, 0, 0, 20, United-States, <=50K
41, Private, 89226, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 180296, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
63, Self-emp-not-inc, 231777, Bachelors, 13, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 333677, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K
33, Private, 170651, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 1055, 0, 40, United-States, <=50K
39, Private, 343403, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 36, United-States, <=50K
26, Federal-gov, 48099, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
21, Private, 143062, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 32, United-States, <=50K
34, Private, 30497, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K
42, Private, 378384, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 60, United-States, >50K
43, Private, 245842, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, Mexico, <=50K
37, Private, 233490, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
32, Private, 344129, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Private, 84726, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
75, Self-emp-not-inc, 184335, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 30, United-States, <=50K
43, Private, 102025, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Other, Male, 0, 0, 50, United-States, <=50K
39, Private, 183898, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 60, Germany, >50K
53, Local-gov, 181755, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, >50K
38, Private, 270985, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 50, United-States, <=50K
46, Self-emp-not-inc, 176863, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Self-emp-not-inc, 267776, HS-grad, 9, Never-married, Other-service, Other-relative, White, Female, 0, 0, 30, United-States, <=50K
70, Private, 121993, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 5, United-States, <=50K
28, Private, 241895, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1628, 40, United-States, <=50K
44, Self-emp-not-inc, 158555, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
34, Local-gov, 106169, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
41, Private, 113555, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 7298, 0, 50, United-States, >50K
44, Private, 286750, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 50, United-States, >50K
19, Self-emp-not-inc, 206599, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 22, United-States, <=50K
21, Local-gov, 596776, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, Guatemala, <=50K
46, Private, 56841, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 151868, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Local-gov, 25864, HS-grad, 9, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 35, United-States, <=50K
18, Private, 193741, 11th, 7, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 30, United-States, <=50K
27, Private, 588905, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 369549, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 30, United-States, <=50K
27, Private, 187392, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
49, Self-emp-inc, 362654, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
40, Federal-gov, 77332, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
23, Private, 249277, HS-grad, 9, Never-married, Exec-managerial, Own-child, Black, Male, 0, 0, 75, United-States, <=50K
53, Federal-gov, 117847, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 132870, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
30, Private, 35644, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, United-States, <=50K
38, Private, 206535, Some-college, 10, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
46, Private, 201217, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
29, Local-gov, 175262, Masters, 14, Married-civ-spouse, Prof-specialty, Other-relative, White, Male, 0, 0, 35, United-States, <=50K
34, Private, 353213, Assoc-acdm, 12, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
21, Private, 177711, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
21, Private, 190761, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K
48, Private, 202467, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1485, 40, United-States, >50K
49, Private, 117095, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
55, Federal-gov, 189985, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
37, Self-emp-inc, 126675, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 282398, Some-college, 10, Separated, Tech-support, Unmarried, White, Male, 0, 0, 40, United-States, >50K
51, Local-gov, 175750, HS-grad, 9, Divorced, Transport-moving, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
46, Private, 142828, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, >50K
54, Private, 22743, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 60, United-States, >50K
23, Self-emp-not-inc, 216129, Assoc-acdm, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
30, Private, 23778, 7th-8th, 4, Separated, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 175759, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 146719, HS-grad, 9, Divorced, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
46, Self-emp-not-inc, 32825, HS-grad, 9, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
26, Federal-gov, 393728, Some-college, 10, Divorced, Adm-clerical, Own-child, White, Male, 0, 0, 24, United-States, <=50K
43, Private, 160369, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 191807, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K
20, Private, 221095, HS-grad, 9, Never-married, Craft-repair, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K
53, Private, 104501, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 55, United-States, >50K
69, Private, 185691, 11th, 7, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 20, United-States, <=50K
53, Local-gov, 549341, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 35, United-States, <=50K
48, Private, 185039, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
61, Private, 166124, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
49, Private, 82649, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 45, United-States, <=50K
48, Private, 109275, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 22546, Bachelors, 13, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 60, United-States, <=50K
29, Private, 183627, 11th, 7, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
45, Self-emp-inc, 145697, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, <=50K
53, Private, 201127, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, >50K
28, Private, 250679, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 103950, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 82622, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 421837, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
30, Private, 219318, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 35, Puerto-Rico, <=50K
52, Self-emp-not-inc, 103794, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
30, Private, 207253, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, England, <=50K
44, State-gov, 296326, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 120277, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, Ireland, <=50K
21, Private, 193219, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 35, Jamaica, <=50K
24, Private, 228649, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 38, United-States, <=50K
29, Private, 159768, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 3325, 0, 40, Ecuador, <=50K
49, Private, 68505, 9th, 5, Divorced, Other-service, Not-in-family, Black, Male, 0, 0, 37, United-States, <=50K
20, Private, 122215, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 52, United-States, <=50K
37, Private, 80638, Bachelors, 13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 30, China, <=50K
52, Private, 192390, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
54, State-gov, 198186, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 38, United-States, <=50K
28, Private, 157391, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
64, Private, 102103, HS-grad, 9, Divorced, Priv-house-serv, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
40, Private, 404573, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K
35, Private, 227571, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, <=50K
25, Self-emp-inc, 163039, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
34, Self-emp-not-inc, 320194, Prof-school, 15, Separated, Prof-specialty, Unmarried, White, Male, 0, 0, 48, United-States, >50K
28, Private, 312588, 10th, 6, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 87556, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, State-gov, 220421, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
44, Federal-gov, 404599, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
50, Private, 163708, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
29, Self-emp-not-inc, 227890, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 35032, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 63910, Some-college, 10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
18, Private, 263024, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 306785, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
58, Self-emp-inc, 104333, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
36, Self-emp-not-inc, 288585, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, 0, 0, 20, South, <=50K
38, Private, 241765, 11th, 7, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
25, Private, 111058, Assoc-acdm, 12, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 449432, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 260617, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 36, United-States, <=50K
51, Local-gov, 146181, 9th, 5, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
21, Private, 177125, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
23, Private, 285004, Bachelors, 13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 50, Taiwan, <=50K
43, Private, 188786, Some-college, 10, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
38, State-gov, 31352, Some-college, 10, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, >50K
25, Private, 178037, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 306985, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
49, Private, 87928, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
56, Self-emp-not-inc, 222182, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 45, United-States, <=50K
23, Private, 202344, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
20, Private, 190423, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
20, Self-emp-not-inc, 186014, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 12, Germany, <=50K
28, State-gov, 19395, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
31, Private, 223327, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 177305, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
21, Private, 237651, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K
31, Self-emp-not-inc, 226624, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
22, State-gov, 22966, Some-college, 10, Married-spouse-absent, Tech-support, Unmarried, White, Male, 0, 0, 20, United-States, <=50K
29, Private, 446559, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, <=50K
41, Private, 84610, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 60, United-States, >50K
25, Private, 259688, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
26, Private, 76996, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 38, United-States, <=50K
21, Private, 370990, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
76, Self-emp-inc, 120796, 9th, 5, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 229523, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 56, United-States, <=50K
33, Self-emp-not-inc, 155343, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 72, United-States, <=50K
48, Private, 107682, HS-grad, 9, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
26, Private, 103700, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 63509, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States, >50K
21, Private, 243842, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 58597, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 44, United-States, <=50K
41, Private, 125461, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
18, Private, 152182, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
27, Self-emp-inc, 233724, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
38, Private, 96330, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
41, Local-gov, 66118, Some-college, 10, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 25, United-States, <=50K
30, Private, 66194, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, Outlying-US(Guam-USVI-etc), <=50K
27, Federal-gov, 469705, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 1980, 40, United-States, <=50K
20, Private, 138768, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 243476, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 169104, Some-college, 10, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 103218, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
20, Private, 133352, Some-college, 10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Vietnam, <=50K
36, Private, 99270, HS-grad, 9, Married-civ-spouse, Farming-fishing, Wife, White, Female, 0, 0, 40, United-States, <=50K
49, Private, 329603, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 40, United-States, >50K
72, Private, 38360, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 16, United-States, <=50K
44, Private, 67671, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 180052, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States, <=50K
46, Private, 215943, HS-grad, 9, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
64, Private, 114994, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States, <=50K
25, Private, 358975, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
21, Private, 434710, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
35, Self-emp-not-inc, 189878, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 289403, Bachelors, 13, Separated, Adm-clerical, Unmarried, Black, Male, 0, 0, 35, United-States, <=50K
